label	bucket	rows	n_docs	fields	example_context
Caproiciproducens puteiluti	taxon (not in NCBITaxon)	1	1	study_taxa	...species of Caproiciproducens, for which the names [[Caproiciproducens puteiluti]] sp. nov. and Caproiciproducens lact
Caproiciproducens lactatisolvens	taxon (not in NCBITaxon)	1	1	study_taxa	...he names Caproiciproducens puteiluti sp. nov. and [[Caproiciproducens lactatisolvens]] sp. nov. are proposed, respect
Caproicibacterium sp. (novel species represented by strain ZCY20-5T)	taxon (not in NCBITaxon)	1	1	study_taxa	
Candidatus Patescibacteria	taxon (not in NCBITaxon)	1	1	study_taxa	...d environmentally ubiquitous phylogenetic groups, [[Candidatus Patescibacteria]] (also known as candidate phyla radia
Cla-CZ-80T	strain designation	1	1	strains	...gene sequence similarity to Sellimonas monacensis [[Cla-CZ-80T]] (97.5 %) and 'Lachnoclostridium phocaeense' Marse...
CoE-012-22T	strain designation	1	1	strains	..., coccoid and non-motile bacterium, designated as [[CoE-012-22T]] was isolated from dried beef sausage (the origina..
Candidatus Chloracidobacterium aggregatum	taxon (not in NCBITaxon)	1	1	study_taxa	... related to Chloracidobacterium thermophilum and '[[Candidatus Chloracidobacterium aggregatum]]' with 16S rRNA gene s
Cognatiyoonia denitrificans	taxon (not in NCBITaxon)	1	1	study_taxa	...es of the genus Cognatiyoonia, for which the name [[Cognatiyoonia denitrificans]] sp. nov. is proposed. The type stra
D2-2-M2	strain designation	1	1	strains	...gnated as D3-2-R+10T, C2-6-M1T, E1-3-M2, D2-2-M3, [[D2-2-M2]] and D2-2-M1, were isolated from the shore soil of...; .
D2-2-M1	strain designation	1	1	strains	...-2-R+10T, C2-6-M1T, E1-3-M2, D2-2-M3, D2-2-M2 and [[D2-2-M1]], were isolated from the shore soil of LungmuCo La...; .
D2-102T	strain designation	1	1	strains	Two bacterial strains, designated [[D2-102T]] and MBA3-11T, were isolated from mangrove surface...; ...tion and average 
D1T	strain designation	1	1	strains	...acterium hotanense XH4T and Sphingobacterium humi [[D1T]]. The most closely related strains to xlx-73T and ...; ...iz
D1M17T	strain designation	1	1	strains	...versatilis CBA3207T (94.2%), Aquimarina acroporae [[D1M17T]] (93.7%) and Aquimarina intermedia LMG 23204T (93....
D16/0 /H6T	strain designation	1	1	strains	...obacterales showed Parviterribacter kavangonensis [[D16/0 /H6T]] (95.2 %), Capillimicrobium parvum 0166_1T (94.9 %...
D105	strain designation	1	1	strains	...yphasic characterization of three strains (C271T, [[D105]] and J117) of the proposed species indicated that ...
D0M16T	strain designation	1	1	strains	...ors. A Gram-negative bacterium, designated strain [[D0M16T]], was isolated from seawater surrounding Acropora ...; ..
Cyberlindnera qingyuanensis	taxon (not in NCBITaxon)	1	1	study_taxa	...ndnera. The proposed name for this new species is [[Cyberlindnera qingyuanensis]] f.a., sp. nov. (holotype: GDMCC 2.3
Cyberlindnera hibernica	taxon (not in NCBITaxon)	1	1	study_taxa	...ween these strains and their closest relatives is [[Cyberlindnera hibernica]] sp. nov. and Barnettozyma discipulorum 
Cupriavidus agave	taxon (not in NCBITaxon)	1	1	study_taxa	...priavidus alkaliphilus, Cupriavidus plantarum and [[Cupriavidus agave]] were later described as novel species. Next, 
Croceiramulus getboli	taxon (not in NCBITaxon)	1	1	study_taxa	... the family Flavobacteriaceae, for which the name [[Croceiramulus getboli]] gen. nov., sp. nov. is proposed. The type
Cra20T	strain designation	1	1	strains	... 97.6% similarity to Sphingomonas psychrotolerans [[Cra20T]], Sphingomonas gei ZFGT-11T and Sphingomonas naase...
CpI1T	strain designation	1	1	strains	...ut15T was most closely related to Frankia torreyi [[CpI1T]] and Candidatus Frankia nodulisporulans with 16S r...
Corynebacterium drakensteinense	taxon (not in NCBITaxon)	1	1	study_taxa	...of Corynebacterium, for which we propose the name [[Corynebacterium drakensteinense]] sp. nov., with the type strain 
Corticibacterium populi	taxon (not in NCBITaxon)	1	1	study_taxa	...th the type strains of Tianweitania sediminis and [[Corticibacterium populi]]. Strain BSSL-BM11T showed 16S rRNA gene
Coriobacterium glomerans PW2T	strain designation	1	1	strains	... 88.7 %, respectively. Those between isolates and [[Coriobacterium glomerans PW2T]], the type species of the type gen
Conidiobolus longivillosus	taxon (not in NCBITaxon)	1	1	study_taxa	...dia, characterized by its long villi and named it [[Conidiobolus longivillosus]] sp. nov. Phylogenetic analyses based
Commensalibacter papalotli	taxon (not in NCBITaxon)	1	1	study_taxa	"... sp. nov., Commensalibacter communis sp. nov. and [[Commensalibacter papalotli]] sp. nov.
"
Comamonas antarcticus	taxon (not in NCBITaxon)	1	1	study_taxa	..., strains 5MLIRT and D4N7 were closely related to [[Comamonas antarcticus]] 16-35-5T (98.4 % sequence similarity), an
Cohnella baijiui	taxon (not in NCBITaxon)	1	1	study_taxa	...ies within the genus Cohnella, for which the name [[Cohnella baijiui]] sp. nov. is proposed. The type strain is REN36
Candidatus Minisyncococcus	taxon (not in NCBITaxon)	1	1	study_taxa	
Candida sp. GE19S08	taxon (not in NCBITaxon)	1	1	study_taxa	...mprising Candida aff. naeodendra/diddensiae Y151, [[Candida sp. GE19S08]], and Yamadazyma sp. strain NYNU 22830. The 
D2-41T	strain designation	1	1	strains	...rregular rod-shaped actinobacteria, designated as [[D2-41T]] and D3-21, were isolated from soil samples collec...; ..
CU4T	strain designation	1	1	strains	...ghest relatedness with Sphingobium cupriresistens [[CU4T]], sharing 84.05% and 84.7 % orthologous average nu...
CTAW11T	strain designation	1	1	strains	... showed that B. ganzhouense JCM 19881T, B. cytisi [[CTAW11T]] and B. rifense CTAW71T were the closest type stra...
CSW1921T	strain designation	1	1	strains	...ped, atrichous and aerobic bacterial strain named [[CSW1921T]], which was isolated from the deep-sea water of a ...; 
CSUR no. QA1836	strain designation	1	1	strains	...elonging to the Chlamydia genus (DSMZ no. 117479, [[CSUR no. QA1836]]). We propose the name Chlamydia vaughanii sp. n
CSUR B1113T	strain designation	1	1	strains	"...The type strain of B. bennetti sp. nov. is C271T ([[CSUR B1113T]], NCTC 15117T).
"
CSUR B1097T	strain designation	1	1	strains	...taxonogenomic polyphasic approach. Strain 094T (= [[CSUR B1097T]]=DSM 28004T), isolated from the blood of an infect..
CSR3	strain designation	1	1	strains	... and three additional strains (CFBP8739, CSR2 and [[CSR3]]) are members of the genus Pectobacterium. Althoug...; ...t
CSR2	strain designation	1	1	strains	...LFLA-215T and three additional strains (CFBP8739, [[CSR2]] and CSR3) are members of the genus Pectobacterium...; ...l
CSLK01-03T	strain designation	1	1	strains	...gned to determine the taxonomic status of isolate [[CSLK01-03T]], which was recovered from an Indonesian neutral h...
CSJ-4T	strain designation	1	1	strains	...bic bacterial strains, namely CSJ-1T, CSJ-3T, and [[CSJ-4T]], were isolated from faeces of healthy persons. Th...; ..
CSJ-3T	strain designation	1	1	strains	...ately anaerobic bacterial strains, namely CSJ-1T, [[CSJ-3T]], and CSJ-4T, were isolated from faeces of healthy...; ..
CSJ-1T	strain designation	1	1	strains	...e, obligately anaerobic bacterial strains, namely [[CSJ-1T]], CSJ-3T, and CSJ-4T, were isolated from faeces of...; ..
CRXT-Y-14T	strain designation	1	1	strains	...ghest sequence similarity to Streptomyces xanthii [[CRXT-Y-14T]] (98.9%), Streptomyces davaonensis JCM 4913T (98.9...
CRSS-Y-16T	strain designation	1	1	strains	... placed them closer to Streptomyces spinosirectus [[CRSS-Y-16T]], Streptomyces plumbidurans KC 17012T and Streptom...
CRLD-Y-1	strain designation	1	1	strains	Two actinomycete strains, designated MG62T and [[CRLD-Y-1]], were isolated from rhizosphere soil of Koelreute...; ...ica
CREA 4990	strain designation	1	1	strains	...Emmentaler cheese in 1983, and additional strains [[CREA 4990]] and FAM 27665 were isolated from Italian Grana Pa...
CR3202T	strain designation	1	1	strains	...plant-beneficial bacteria, designated CR1201T and [[CR3202T]], were isolated from the rhizosphere soil of citru...; .
CR2-8T	strain designation	1	1	strains	Two novel bacterial strains designated [[CR2-8T]] and HWE2-09T were isolated from mountain soil and...; ...d on 16S rRNA
CR182	strain designation	1	1	strains	...HU3T (98.7 %), followed by 'Paucibacter aquatile' [[CR182]] (98.4 %), all type strains of Pelomonas species (...; ...
CR14T	strain designation	1	1	strains	...obic, non-spore-forming coccus, designated strain [[CR14T]], was isolated from crustose coralline algae. Cell...; ...
CR1201T	strain designation	1	1	strains	...ntial novel plant-beneficial bacteria, designated [[CR1201T]] and CR3202T, were isolated from the rhizosphere s...; .
CR-8	strain designation	1	1	strains	...novel bacterial strains, designated as COR-2T and [[CR-8]], were isolated from paddy soil. These isolates we...; ... 
CTAW71T	strain designation	1	1	strains	...ense JCM 19881T, B. cytisi CTAW11T and B. rifense [[CTAW71T]] were the closest type strains to the strain Oc8T....
CV-2T	strain designation	1	1	strains	...uence similarity of 98.3 % to Microcella putealis [[CV-2T]], and MMS21-STM12T and MMS21-STM26 of 99.2-99.3 % ...
Candida sp. GE19S08	strain designation	1	1	strains	...mprising Candida aff. naeodendra/diddensiae Y151, [[Candida sp. GE19S08]], and Yamadazyma sp. strain NYNU 22830. The 
CWC-01T	strain designation	1	1	strains	...l mesophilic, hydrogenotrophic methanogen, strain [[CWC-01T]], was isolated from the sediment sample of the pis...; .
Candida aff. naeodendra/diddensiae Y151	taxon (not in NCBITaxon)	1	1	study_taxa	...nensis, and three undescribed species, comprising [[Candida aff. naeodendra/diddensiae Y151]], Candida sp. GE19S08, a
Candida aff. naeodendra/diddensiae Y151	strain designation	1	1	strains	...nensis, and three undescribed species, comprising [[Candida aff. naeodendra/diddensiae Y151]], Candida sp. GE19S08, a
Campylobacter lari group	taxon (not in NCBITaxon)	1	1	study_taxa	...d cofactors, similar to the species composing the [[Campylobacter lari group]]. In addition, these strains encode com
Campylobacter concisus group	taxon (not in NCBITaxon)	1	1	study_taxa	...cribed Campylobacter species, with members of the [[Campylobacter concisus group]] being the most closely related spe
Caloranaerobacter longqiensis	taxon (not in NCBITaxon)	1	1	study_taxa	...n the genus Caloranaerobacter, for which the name [[Caloranaerobacter longqiensis]] sp. nov. is proposed. The type st
Caballeronia eucalypticola	taxon (not in NCBITaxon)	1	1	study_taxa	...ies in the genus Caballeronia, for which the name [[Caballeronia eucalypticola]] sp. nov. is proposed. The type strai
Ca. Schmidhempelia bombi	taxon (not in NCBITaxon)	1	1	study_taxa	...leotide identity (ANI) with its closest relatives [[Ca. Schmidhempelia bombi]] Bimp and Zophobihabitans entericus IPM
CYW5T	strain designation	1	1	strains	...l mesophilic, hydrogenotrophic methanogen, strain [[CYW5T]], was isolated from a sediment sample of a piston ...; ...
CYS-01T	strain designation	1	1	strains	...-stain-negative, rod-shaped bacterium, designated [[CYS-01T]], was obtained from soil sampled at Suwon, Gyeongg...; .
CYL33	strain designation	1	1	strains	... anaerobic butyrate-producing strains, HLW78T and [[CYL33]], were isolated from faecal samples of two healthy...; ...
CY353	strain designation	1	1	strains	Four strains (LJ668T/LJ756 and CY350T/[[CY353]]) belonging to the genus Chryseobacterium were iso...; ...genitum SUR2T (
CY350T	strain designation	1	1	strains	Four strains (LJ668T/LJ756 and [[CY350T]]/CY353) belonging to the genus Chryseobacterium we...; ...um limigenitum SUR2T 
CY1518T	strain designation	1	1	strains	Strain [[CY1518T]] was isolated from an anaerobic fermentation liqui...; ...nd characterized to assess its taxonomy. Cel
CY05T	strain designation	1	1	strains	...milarity of 98.7 % to Zongyanglinia huanghaiensis [[CY05T]], followed by the similarities of 98.6 %, 98.0 and...; ...
CY04T	strain designation	1	1	strains	...ative and rod-shaped bacterium, designated strain [[CY04T]], was isolated from a sediment sample collected fr...; ...
CY-GT	strain designation	1	1	strains	..., aerobic and motile bacterium, designated strain [[CY-GT]], was isolated from a sponge (Diacarnus spinipocul...; ...
CXZ904T	strain designation	1	1	strains	...noellia terrae sp. nov. (type strain CPCC 206435T=[[CXZ904T]]=KCTC 59271T) and Knoellia tibetensis sp. nov. (ty...
CXZ644T	strain designation	1	1	strains	...llia pratensis sp. nov. (type strain CPCC 206453T=[[CXZ644T]]=KCTC 59274T), Knoellia terrae sp. nov. (type stra...
CX-624T	strain designation	1	1	strains	...d obligately aerobic bacteria, designated strains [[CX-624T]] and cx-311, were isolated from soil samples in Qi...; .
CWNU-1T	strain designation	1	1	strains	A novel actinobacterium, designated strain [[CWNU-1T]], was isolated from the rhizospheric soil of Friti...; ...genome s
CWC-04T	strain designation	1	1	strains	...l mesophilic, hydrogenotrophic methanogen, strain [[CWC-04T]], was obtained from a sediment sample extracted fr...; .
D2-2-M3	strain designation	1	1	strains	...ins, designated as D3-2-R+10T, C2-6-M1T, E1-3-M2, [[D2-2-M3]], D2-2-M2 and D2-2-M1, were isolated from the shor...; .
D23T	strain designation	1	1	strains	...tively. The DNA G+C contents of strains 2Y89T and [[D23T]] were 33.3 and 35.1 mol%, respectively. The respir...; ... 
DS-20T	strain designation	1	1	strains	...tii F-372T (99.48 %) and Flavobacterium terrigena [[DS-20T]] (98.50 %). The genome size of strain T-12T was 3....
DMKU-MG08	strain designation	1	1	strains	..., five black yeast strains (DMKU-MG01, DMKU-MG07, [[DMKU-MG08]], DMKU-HG10 and DMKU-FG04) were identified as repr...
DMKU-MG01	strain designation	1	1	strains	...ram province, Thailand, five black yeast strains ([[DMKU-MG01]], DMKU-MG07, DMKU-MG08, DMKU-HG10 and DMKU-FG04) w...
DMKU-KO18	strain designation	1	1	strains	...espectively. However, two strains (DMKU-KMY40 and [[DMKU-KO18]]) of the second group differed from a group of des...
DMKU-KO16T	strain designation	1	1	strains	..., we describe Wickerhamiella koratensis sp. nov. ([[DMKU-KO16T]]=PYCC 8908T=TBRC 14869T), which represents the clo...
DMKU-KMY40	strain designation	1	1	strains	... ITS regions, respectively. However, two strains ([[DMKU-KMY40]] and DMKU-KO18) of the second group differed from ...
DMKU-HG10	strain designation	1	1	strains	...k yeast strains (DMKU-MG01, DMKU-MG07, DMKU-MG08, [[DMKU-HG10]] and DMKU-FG04) were identified as representing a ...
DMKU-FW31-5T	strain designation	1	1	strains	... and describe Wickerhamiella limtongiae sp. nov. ([[DMKU-FW31-5T]]=PYCC 9022T=TBRC 15055T), found on food waste samp.
DMKU-FW1-37	strain designation	1	1	strains	...uarine water samples in a mangrove forest. Strain [[DMKU-FW1-37]] was derived from a grease sample, and another str..
DMKU-FS1	strain designation	1	1	strains	...urface (DMKU-FF11, DMKU-FF12, DMKU-FD2, DMKU-FD6, [[DMKU-FS1]] and ST-387) of mangrove trees in Thailand. Pairwi...
DMKU-FG04	strain designation	1	1	strains	...s (DMKU-MG01, DMKU-MG07, DMKU-MG08, DMKU-HG10 and [[DMKU-FG04]]) were identified as representing a novel taxon on...
DMKU-FF12	strain designation	1	1	strains	...ne (DMKU-SG60) and the floral surface (DMKU-FF11, [[DMKU-FF12]], DMKU-FD2, DMKU-FD6, DMKU-FS1 and ST-387) of mang...
DMKU-FF11	strain designation	1	1	strains	...f phylloplane (DMKU-SG60) and the floral surface ([[DMKU-FF11]], DMKU-FF12, DMKU-FD2, DMKU-FD6, DMKU-FS1 and ST-3...;
DMKU-FD6	strain designation	1	1	strains	...e floral surface (DMKU-FF11, DMKU-FF12, DMKU-FD2, [[DMKU-FD6]], DMKU-FS1 and ST-387) of mangrove trees in Thaila...
DMKU-FD2	strain designation	1	1	strains	...60) and the floral surface (DMKU-FF11, DMKU-FF12, [[DMKU-FD2]], DMKU-FD6, DMKU-FS1 and ST-387) of mangrove trees...
DMKU-BP19T	strain designation	1	1	strains	...nsis f.a., sp. nov. The holotype is TBRC 16043T (=[[DMKU-BP19T]]) and the isotype is PYCC 9354. The MycoBank numbe...
DMA-N-10aT	strain designation	1	1	strains	... was 37.0, 37.1 and 37.8 mol % for strains R4-6T, [[DMA-N-10aT]] and U6F3T, respectively. The distinction of three...
DM3B3	strain designation	1	1	strains	...occus mitis NCTC 12261T, 'Streptococcus vulneris' [[DM3B3]], Streptococcus toyakuensis TP1632T, Streptococcus...
DM2-R-LB4T	strain designation	1	1	strains	....6 and 97.4% similarity to Sphingomonas cannabina [[DM2-R-LB4T]], Sphingomonas leidyi DSM 4733T and Sphingomonas c...
DLS-62T	strain designation	1	1	strains	...actinobacterial strains, designated as DLS-47 and [[DLS-62T]], were isolated from volcanic ash collected from t...; .
DLS-47	strain designation	1	1	strains	...um-forming actinobacterial strains, designated as [[DLS-47]] and DLS-62T, were isolated from volcanic ash coll...; ..
DL9XJH-110T	strain designation	1	1	strains	... 16S rRNA gene and the whole genome placed strain [[DL9XJH-110T]] within the family Tepidanaerobacteraceae. The pre..
DL5-4T	strain designation	1	1	strains	...1312T (96.54 %) and Defluviimonas nitratireducens [[DL5-4T]] (96.47 %). The major fatty acids (>10 %) of FT324...
DMKU-MG07	strain designation	1	1	strains	...e, Thailand, five black yeast strains (DMKU-MG01, [[DMKU-MG07]], DMKU-MG08, DMKU-HG10 and DMKU-FG04) were identif...
DMKU-RG41	strain designation	1	1	strains	Six strains (DMKU-SG26, DMKU-SG42, DMKU-SYM22, [[DMKU-RG41]], DMKU-RX317 and DMKU-RGM25) representing a novel ...
DHoT	strain designation	1	1	strains	...tratireducens DHG59T (97.7%), Frateuria defendens [[DHoT]] (97.7%) and Frateuria soli 5GH9-11T (97.7%). Phyl...
DMKU-RGM25	strain designation	1	1	strains	... DMKU-SG42, DMKU-SYM22, DMKU-RG41, DMKU-RX317 and [[DMKU-RGM25]]) representing a novel basidiomycetous yeast speci...
